catchment,water_body,description
Bình Định,Sông Đak Pơ Kơ,"Sông Đak Pơ Kơ là phụ lưu bên bờ trái của Sông Ba. Đak Pơ Kơ chảy ở huyện Tây Sơn tỉnh Bình Định, huyện Đak Pơ và Kông Chro tỉnh Gia Lai, Việt Nam."
Bình Định,Sông Đak Xa Wong,"Đăk Xa Wong là phụ lưu bên bờ phải của Sông Ba. Đăk Xa Wong chảy ở huyện Đak Pơ tỉnh Gia Lai, Việt Nam."
Bình Định,Sông Hà Thanh,"Sông Hà Thanh bắt nguồn từ miền núi phía Tây Nam huyện Vân Canh, tỉnh Bình Định ở độ cao 500 m so với mực nước biển, chảy theo hướng Tây Nam – Đông Bắc. Sau khi đi qua một số xã của huyện Vân Canh sông tiếp tục chảy qua huyện Tuy Phước, đến thị trấn Diêu Trì thì sông chia làm hai nhánh là Hà Thanh và Trường Úc rồi tiếp tục đi vào địa phận thành phố Quy Nhơn và đổ vào đầm Thị Nại qua hai cửa Hưng Thạnh và Trường Úc."
Bình Định,Sông Kẻ Cách,"Sông Kẻ Cách là một con sông đổ ra Sông Kỳ Lộ. Sông có chiều dài 22 km và diện tích lưu vực là 87 km². Sông Kẻ Cách chảy qua các tỉnh Bình Định, Phú Yên."
Bình Định,Sông Kôn-Hà Thanh,"Sông Kôn-Hà Thanh là một con sông đổ ra Biển Đông. Sông có chiều dài km và diện tích lưu vực là 3.809 km². Sông Kôn-Hà Thanh chảy qua các tỉnh Gia Lai, Bình Định."
Bình Định,Sông Lại Giang,"Sông Lại Giang hay Lợi Gieng là sông lớn thứ hai trong bốn con sông lớn của tỉnh Bình Định, nhỏ hơn sông Côn và lớn hơn sông Hà Thanh, sông La Tinh."
Bình Định,Sông La Tinh,"Sông La Tinh hay sông Phù Ly là dòng sông nhỏ nhất trong bốn con sông chính của tỉnh Bình Định. Sông La Tinh có độ cao bình quân là 150 m, chiều dài 54 km và diện tích lưu vực khoảng 719 km², gần 2/3 chiều dài của sông chảy qua vùng rừng núi và đồi trọc. Độ dốc bình quân lưu vực khoảng 0,15. Sông thường hay bị cạn vào mùa nắng."
Bình Định,Sông Nước Đinh,"Sông Nước Đinh (tên khác: Sông Sa Lung) là một con sông đổ ra Sông Lại Giang. Sông có chiều dài 29 km và diện tích lưu vực là 115 km². Sông Nước Đinh chảy qua các tỉnh Bình Định, Quảng Ngãi."
Bình Định,Sông Côn,"Sông Côn còn gọi là sông Kôn hoặc sông Kone là dòng sông lớn nhất của tỉnh Bình Định, Việt Nam.."
Bình Định,Sông Trà Sơn,"Sông Trà Sơn (tên khác: Sông Kon Trut, Sông Sơn Lang) là một con sông đổ ra Sông Côn. Sông có chiều dài 39 km và diện tích lưu vực là 229 km². Sông Trà Sơn chảy qua các tỉnh Gia Lai, Bình Định."
Bình Phước,Rạch Bé,"Rạch Bé (tên khác: Suối Phê, Suối Ba, Suối Pa Pếch) là một con suối đổ ra Suối Rạc. Sông có chiều dài 47 km và diện tích lưu vực là 119 km². Rạch Bé chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Phước,Sông Bé,"Sông Bé là một con sông chảy qua các tỉnh Đắk Nông, Bình Phước, Bình Dương và Đồng Nai.Thượng lưu sông Bé còn có tên khác là sông Đăk G'lun."
Bình Phước,Sông Đắk B' Lấp,"Sông Đắk B' Lấp (tên khác: Sông Đắk Noh) là một con sông đổ ra Sông Đắk R' Lấp. Sông Đắk B' Lấp chảy qua các tỉnh Bình Phước, Đắk Nông, Việt Nam."
Bình Phước,Sông Đắk Đo,"Sông Đắk Đo là một con sông đổ vào Sông Đắk Huýt. Sông Đắk Đo chảy qua các tỉnh Bình Phước, Đắk Nông."
Bình Phước,Sông Đắk Huýt,"Sông Đắk Huýt (tên khác: Sông Prek Đắk Hươp, Sông Prêk Đắk Dang) là một con sông đổ ra Sông Bé. Sông Đắk Huýt chảy qua các tỉnh Bình Phước, Đắk Nông."
Bình Phước,Sông Đắk Kar,"Sông Đắk Kar là một con sông đổ ra Đắk R'Keh. Sông Đắk Kar chảy qua các tỉnh Bình Phước, Đắk Nông"
Bình Phước,Sông Đắk Lua,"Sông Đắk Lua là một con sông đổ ra Sông Đồng Nai. Sông có chiều dài 39 km và diện tích lưu vực là 208 km². Sông Đắk Lua chảy qua các tỉnh Đồng Nai, Bình Phước.."
Bình Phước,Sông Đắk R' Keh,"Sông Đắk R' Keh (tên khác: sông Đắk Anh Kống ) là một con sông đổ ra sông Đồng Nai. Sông Đắk R' Keh chảy qua các tỉnh Bình Phước, Đắk Nông."
Bình Phước,Sông Đắk R' Lấp,Sông Đắk R' Lấp (tên khác: Sông Đắk NBLiêng) là một con sông đổ ra Sông Bé. Sông có chiều dài 123 km và diện tích lưu vực là 1.085 km².
Bình Phước,Sông Đăk R'me Nhỏ,Sông Đăk R'me Nhỏ là một con sông đổ ra Sông Đăk R'me. Sông Đăk R'me Nhỏ chảy qua các tỉnh Bình Phước và Đắk Nông.
Bình Phước,Sông Đắk Ru,"Sông Đắk Ru là một con sông đổ ra Sông Đắk Kar. Sông Đắk Ru chảy qua các tỉnh Bình Phước, Đắk Nông."
Bình Phước,Sông Đắk Soi,"Sông Đắk Soi là một con sông đổ ra Sông Đắk Huýt. Sông Đắk Soi chảy qua các tỉnh Bình Phước, Đắk Nông."
Bình Phước,Sông Đồng Nai,"Sông Đồng Nai là con sông nội địa dài nhất Việt Nam, lớn thứ 2 Nam Bộ về lưu vực, chỉ sau sông Cửu Long. Sông Đồng Nai chảy qua các tỉnh Lâm Đồng, Đắk Nông, Bình Phước, Đồng Nai, Bình Dương, Thành phố Hồ Chí Minh với chiều dài 586 km và lưu vực 38.600 km²."
Bình Phước,Suối Đôi,"Suối Đôi là một con suối đổ ra Sông Mã Đà. Suối có chiều dài 18 km và diện tích lưu vực là 50 km². Suối Đôi chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Phước,Suối Đồng Sặt,"Suối Đồng Sặt là một con suối đổ ra Sông Đắk Lua. Suối có chiều dài 17 km và diện tích lưu vực là 46 km². Suối Đồng Sặt chảy qua các tỉnh Đồng Nai, Bình Phước."
Bình Phước,Sông Đa Dâng,"Sông Đa Dâng (còn được viết là Đa Deung hay Đa Dung ) là dòng thượng nguồn của sông Đồng Nai trên địa bàn tỉnh Lâm Đồng, Việt Nam."
Bình Phước,Sông Đăk R'me,"Sông Đăk R'me, còn viết là Đắk R'me, Đắk R'Ké, là phụ lưu của Sông Đăk G'lun ở thượng nguồn Sông Bé. Sông Đăk R'me chảy qua các tỉnh Bình Phước, Đắk Nông."
Bình Phước,Suối Đắk Oa,"Suối Đắk Oa, còn viết là Đăk Wa, là phụ lưu của Sông Đắk R' Lấp trong Hệ thống sông Đồng Nai. Suối chảy ở huyện Bù Đăng tỉnh Bình Phước, Việt Nam."
Bình Phước,Suối Giai,"Suối Giai là một con suối đổ ra Sông Bé. Suối có chiều dài 39 km và diện tích lưu vực là 143 km². Suối Giai chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Phước,Sông Nước Trong (Đồng Nai),"Sông Nước Trong là một con sông đổ ra Sông Bé. Sông Nước Trong chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Phước,Suối Nam,"Suối Nam là một con suối đổ ra Sông Đắk Lua. Suối có chiều dài 11 km và diện tích lưu vực là 45 km². Suối Nam chảy qua các tỉnh Đồng Nai, Bình Phước."
Bình Phước,Suối Ông Thành,"Suối Ông Thành (tên khác: Suối Xóm Hồ) là một con suối đổ ra Sông Thị Tính. Suối có chiều dài 10 km và diện tích lưu vực là 32 km². Suối Ông Thành chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Phước,Suối Rạc,"Suối Rạt (tên khác: Suối Ra) là một con suối đổ ra Sông Bé. Suối có chiều dài 106 km và diện tích lưu vực là 616 km². Suối Rạc chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Phước,Sông Sài Gòn,"Sông Sài Gòn là một phụ lưu của sông Đồng Nai ở Nam Bộ Việt Nam. Sông dài 251 km, bắt nguồn từ tỉnh Bình Phước, chảy qua các tỉnh Tây Ninh, Bình Dương, Thành phố Hồ Chí Minh rồi hợp lưu với sông Đồng Nai."
Bình Phước,Sông Đăk G'lun,"Sông Đăk G'lun, có khi viết là Đắk G'lun, Dak G'lun hay Đắk G'lum, Đắk Lung, là một dòng thượng nguồn của sông Bé trong hệ thống sông Đồng Nai."
Bình Phước,Suối Tà Mông,"Suối Tà Mông (tên khác: suối Lấp) là một con suối đổ ra Sông Sài Gòn. Suối có chiều dài 26 km và diện tích lưu vực là 122 km². Suối Tà Mông chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Phước,Suối Thôn,"Suối Thôn (tên khác: suối Cái) là một con suối đổ ra Sông Bé. Suối có chiều dài 21 km và diện tích lưu vực là 127 km². Suối Thôn chảy qua các tỉnh Bình Phước, Bình Dương."
Bình Thuận,Sông Cà Tót,"Sông Cà Tót (tên khác: Sông Choá) là một con sông đổ ra Sông Luỹ. Sông có chiều dài 70 km và diện tích lưu vực là 681 km². Sông Cà Tót chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Bình Thuận,Sông Cái Phan Thiết,"Sông Cái Phan Thiết, tên khác: Sông Quao, là một con sông đổ ra Biển Đông. Sông Cái Phan Thiết chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Bình Thuận,Sông Cầu Be,Sông Cầu Be (tên khác: Sông Đa Kai) là một con sông đổ ra Sông La Ngà.
Bình Thuận,Suối Chết,"Suối Chết là một con suối đổ ra Suối Gia Huỳnh. Suối có chiều dài 26 km và diện tích lưu vực là 131 km². Suối Chết chảy qua các tỉnh Đồng Nai, Bình Thuận."
Bình Thuận,Sông Đa Guoay,"Sông Đa Guoay, tên khác: sông Da Huoai, sông Da M'Bri, là một con sông đổ ra sông Đồng Nai. Sông Đa Guoay chảy qua các tỉnh Đồng Nai, Lâm Đồng, Bình Thuận."
Bình Thuận,Sông Đu Đủ,"Sông Đu Đủ (tên khác: Sông Chùa, Suối Tà Răng) là một con sông đổ ra Biển Đông. Sông có chiều dài 27 km và diện tích lưu vực là 180 km². Sông Đu Đủ chảy qua các tỉnh Bà Rịa - Vũng Tàu, Bình Thuận."
Bình Thuận,Sông Đa S'Răng,"Sông Đa S'Răng hay Da S' Răng là một con sông đổ ra sông La Ngà. Sông Đa S'Răng chảy qua các tỉnh Lâm Đồng và Bình Thuận, Việt Nam."
Bình Thuận,Sông Đa Sê Pô,"Sông Đa Sê Pô hay Dac Sé Po là một con sông đổ ra sông Đa Huoai. Đa Sê Pô chảy qua các tỉnh Lâm Đồng và Bình Thuận, Việt Nam."
Bình Thuận,Sông Giá (Ninh Thuận),"Sông Giá (tên khác: Sông Chế ) là một con sông đổ ra Sông Cái Phan Rang. Sông Giá chảy qua các tỉnh Ninh Thuận, Bình Thuận."
Bình Thuận,Sông Giềng,"Sông Giềng là một con sông đổ ra Sông Dinh. Sông có chiều dài 31 km và diện tích lưu vực là 261 km². Sông Giềng chảy qua các tỉnh Đồng Nai, Bình Thuận."
Bình Thuận,Suối Gia Huynh,"Suối Gia Huynh là một con suối đổ ra Sông La Ngà. Suối có chiều dài 32 km và diện tích lưu vực là 300 km². Suối Gia Huỳnh chảy qua các tỉnh Đồng Nai, Bình Thuận."
Bình Thuận,Sông Ke Dun,"Sông Ke Dun (tên khác: Sông Da Ke Trou, Sông TaLi) là một con sông đổ ra Sông Cà Tót. Sông có chiều dài 31 km và diện tích lưu vực là 236 km². Sông Ke Dun chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Bình Thuận,Sông La Ngà,"Sông La Ngà là tên một con sông ở miền Nam Trung Bộ, Việt Nam, là phụ lưu cấp I của sông Đồng Nai. Sử nhà Nguyễn gọi sông này là La Nga ( tiếng Trung : 羅俄 )."
Bình Thuận,Sông Lũy,"Sông Luỹ là một sông đổ ra Biển Đông, chảy qua các tỉnh Lâm Đồng và Bình Thuận."
Bình Thuận,Suối Lạnh,"Suối Lạnh là một con suối đổ ra Sông Dinh. Suối có chiều dài 19 km và diện tích lưu vực là 104 km². Suối Lạnh chảy qua các tỉnh Đồng Nai, Bình Thuận."
Bình Thuận,Sông Cà Ty,Sông Cà Ty là một sông ở tỉnh Bình Thuận chảy qua trung tâm thành phố Phan Thiết.
Bình Thuận,Sông Dinh (Bình Thuận),Sông Dinh là một con sông nhỏ tại tỉnh Bình Thuận.
Bình Thuận,Sông Phan (Bình Thuận),Sông Phan là một con sông nhỏ tại tỉnh Bình Thuận.
Bình Thuận,Suối Thi,"Suối Thi (tên khác: sông Đang Sách, sông Da R'Sas) là một con suối đổ ra Sông La Ngà. Suối có chiều dài 35 km và diện tích lưu vực là 212 km². Suối Thi chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Bình Thuận,Suối Tượng,"Suối Tượng là một con suối đổ ra Sông Giềng. Suối có chiều dài 18 km và diện tích lưu vực là 77 km². Suối Tượng chảy qua các tỉnh Đồng Nai, Bình Thuận."
Cà Mau,Kênh Chắc Băng,"Kênh Chắc Băng (tên khác: Kênh Xáng Vĩnh Thuận) là một con sông đổ ra Sông Ông Đốc. Sông có chiều dài 33 km. Kênh Chắc Băng chảy qua các tỉnh Cà Mau, Kiên Giang."
Cà Mau,Kênh Chợ Hội,"Kênh Chợ Hội là một con sông đổ ra Kênh Xáng Quản Lộ - Phụng Hiệp. Sông có chiều dài 11 km và diện tích lưu vực là km². Kênh Chợ Hội chảy qua các tỉnh Bạc Liêu, Cà Mau."
Cà Mau,Sông Cái Tàu,"Sông Cái Tàu (tên khác: Rạch Tiểu Dừa) là một con sông thuộc huyện U Minh, tỉnh Cà Mau, bắt nguồn từ con Sông Trẹm (địa phận Tắc Thủ) chạy dài đến ngã tư rạch Tiểu Dừa tiếp giáp xã Vân Khánh Tây, huyện An Minh, tỉnh Kiên Giang rồi đổ ra Vịnh Thái Lan. Sông có chiều dài 42 km, chảy qua các xã Khánh An, Nguyễn Phích, thị trấn U Minh, Khánh Hòa, Khánh Thuận và điểm cuối là Khánh Tiến."
Cà Mau,Sông Cửa Lớn,"Sông Cửa Lớn là một con sông lớn nhất tỉnh Cà Mau, Việt Nam."
Cà Mau,Kênh Láng Trâm,"Kênh Láng Trâm là một con sông đổ ra Kênh Xáng Cà Mau - Bạc Liêu. Sông có chiều dài 29 km và diện tích lưu vực là km². Kênh Láng Trâm chảy qua các tỉnh Bạc Liêu, Cà Mau."
Cà Mau,Sông Ông Đốc,"Sông Ông Đốc hay Sông Đốc là tên một con sông tại huyện Trần Văn Thời, tỉnh Cà Mau. Sông dài 58 km, bắt nguồn từ ngã ba sông Cái Tàu – Sông Trẹm chảy về hướng Tây ngang qua nhiều làng xóm đã được định cư lâu đời: Xóm Sở, Cán Dù, Nổng Kè, Ông Tự, Tham Trơi,... và đổ ra cửa Ông Đốc ở phía Vịnh Thái Lan. Hai bên hữu ngạn và tả ngạn có nhiều sông rạch nhỏ: rạch Cái Tàu, Rạch Giếng, Rạch Cui, Rạch Ráng, Rạch Vọp,..."
Cà Mau,Sông Bồ Đề,Sông Bồ Đề là một con sông nhỏ tại tỉnh Cà Mau.
Cà Mau,Sông Gành Hào,"Sông Gành Hào là một con sông chảy qua hai tỉnh Cà Mau và Bạc Liêu, Việt Nam."
Cà Mau,Kênh Tám Chục Thước,"Kênh Tám Chục Thước (tên khác: Kênh 6) là một con kênh đổ ra Kênh Xáng Quản Lộ - Phụng Hiệp. Kênh có chiều dài 21 km. Kênh Tám Chục Thước chảy qua các tỉnh Bạc Liêu, Cà Mau, Kiên Giang."
Cà Mau,Sông Trẹm,"Sông Trẹm (còn gọi là sông Tràm Trẹm ) là một con sông dài khoảng 42 km, bắt nguồn từ ngã ba kênh Tân Bằng – Cán Gáo chảy về đến ngã ba sông Ông Đốc ngang qua huyện Thới Bình, tỉnh Cà Mau."
Cà Mau,Kênh Xáng Cà Mau – Bạc Liêu,"Kênh Xáng Cà Mau - Bạc Liêu là một con kênh đổ ra Sông Mỹ Thanh. Kênh có chiều dài 103 km. Kênh Xáng Cà Mau - Bạc Liêu chảy qua các tỉnh Bạc Liêu, Sóc Trăng, Cà Mau."
Cà Mau,Kênh Xáng Quản Lộ – Phụng Hiệp,"Kênh Xáng Quản Lộ – Phụng Hiệp là một con kênh đổ ra Sông Gành Hào. Kênh có chiều dài 121 km. Kênh Xáng Quản Lộ – Phụng Hiệp chảy qua các tỉnh Hậu Giang, Sóc Trăng, Bạc Liêu, Cà Mau."
Cao Bằng,Suối Ba Ta,"Suối Ba Ta là một con suối đổ ra Sông Nhiệm. Suối có chiều dài 24 km và diện tích lưu vực là 102 km². Suối Ba Ta chảy qua các tỉnh Hà Giang, Cao Bằng."
Cao Bằng,Sông Bắc Vọng,"Sông Bắc Vọng hay còn gọi là sông Động Quế theo cách gọi của Trung Quốc ( tiếng Trung : 峒桂河; Hán-Việt : Động Quế hà ), là dòng sông bắt nguồn tại Trung Quốc, chảy qua một số huyện phía đông tỉnh Cao Bằng rồi tạo thành biên giới tự nhiên giữa Việt Nam – Trung Quốc trước khi hợp lưu với sông Bằng tại thị trấn Tà Lùng. Cửa khẩu Tà Lùng, cửa khẩu chính của tỉnh Cao Bằng nằm bên bờ sông Bắc Vọng, hai cửa khẩu nối với nhau bằng cầu Tà Lũng bắc qua sông."
Cao Bằng,Sông Bằng Giang,"Sông Bằng, còn có tên gọi là sông Bằng Giang chảy qua tỉnh Cao Bằng, Việt Nam."
Cao Bằng,Nậm Cung,"Nậm Cung là một phụ lưu của Sông Minh Khai. Nậm Cung chảy qua các tỉnh Cao Bằng và Bắc Kạn, Việt Nam."
Cao Bằng,Sông Gâm,"Sông Gâm, còn gọi là sông Gầm, là một phụ lưu của sông Lô bắt nguồn từ Quảng Tây, Trung Quốc chảy vào miền bắc Việt Nam."
